mode,workload,server_workers,bcdb_workers,pool_size,total_queries,wall_time_ms,tps,merkle_pass,divergence_count,permanent_failures,run_id,shared_buffers,source_fingerprint,trial
bcdb_merkle,ycsb_workload_a_skew_0_99_20k.txt,1,1,1,20000,7473,2676.30,1,0,0,single_973f2ea8f10e407599cc738c1cccb88f,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_a_skew_1_20_20k.txt,1,1,1,20000,35693,560.33,1,0,0,single_fc1f12c3299a46858727ab821037ff20,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_0_00_20k.txt,1,1,1,20000,2352,8503.40,1,0,0,single_25636757fdce4ad7834ccbb040a91e5b,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_0_50_20k.txt,1,1,1,20000,2145,9324.01,1,0,0,single_41a4c58c73ad45c3b730d14aafb7838d,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_0_99_20k.txt,1,1,1,20000,2132,9380.86,1,0,0,single_a6948b90bde04230a421e16c0e2d3340,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_1_20_20k.txt,1,1,1,20000,2110,9478.67,1,0,0,single_bd350210a2474f20af1c6f2b86c1c936,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_0_00_20k.txt,1,1,1,20000,1580,12658.23,1,0,0,single_3c85cd4a56e84dc4bc6ac03e5c699b7f,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_0_50_20k.txt,1,1,1,20000,1638,12210.01,1,0,0,single_6b53b917be3249dea388552d3892a44b,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_0_99_20k.txt,1,1,1,20000,1559,12828.74,1,0,0,single_0681097d60ef427c88289e8f49b526a2,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_1_20_20k.txt,1,1,1,20000,1658,12062.73,1,0,0,single_bc9108ff62fc4977b76e113f2cd51817,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_0_00_20k.txt,1,1,1,20000,2169,9220.84,1,0,0,single_c52753c5c4a647ed8dd9eed7565de83c,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_0_50_20k.txt,1,1,1,20000,2121,9429.51,1,0,0,single_57fd0caacf384f60947e8fe996c0ced4,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_0_99_20k.txt,1,1,1,20000,2062,9699.32,1,0,0,single_a629dfa152814ce6ab30915be4bb939d,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_1_20_20k.txt,1,1,1,20000,2087,9583.13,1,0,0,single_5d6e3fa82caa4141803cab8d825f287c,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_0_00_20k.txt,1,1,1,20000,5634,3549.88,1,0,0,single_2053b916f32a474db3638def6ba8a9c2,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_0_50_20k.txt,1,1,1,20000,5577,3586.16,1,0,0,single_6b80c963f76a4e19a1c3a540156dd144,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_0_99_20k.txt,1,1,1,20000,5566,3593.24,1,0,0,single_3257fc5d0d8041e2b5254ff21edfae31,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_1_20_20k.txt,1,1,1,20000,5575,3587.44,1,0,0,single_b4318d20989f42a2ba089fcf7d971768,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_a_skew_0_00_20k.txt,4,4,4,20000,3806,5254.86,1,0,0,single_538222389a1d4805b72ac61f11c9079c,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_a_skew_0_50_20k.txt,4,4,4,20000,3800,5263.16,1,0,0,single_eb351c09c89343a18ebc703bb9811182,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_a_skew_0_99_20k.txt,4,4,4,20000,3851,5193.46,1,0,0,single_3d985f06f0914860bc488528eaf86af3,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_a_skew_1_20_20k.txt,4,4,4,20000,4052,4935.83,1,0,0,single_9512760871314dbf95c7a015f157049e,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_0_00_20k.txt,4,4,4,20000,1077,18570.10,1,0,0,single_b5ad3a099ff549d0b6b615c1f4759ed5,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_0_50_20k.txt,4,4,4,20000,1061,18850.14,1,0,0,single_dc40f628fbbe45c29678f611624e1cc8,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_0_99_20k.txt,4,4,4,20000,1069,18709.07,1,0,0,single_b7caa1583bbb4596ada560c21b424d9e,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_1_20_20k.txt,4,4,4,20000,1093,18298.26,1,0,0,single_26b431069e26497a9920c94a466aab6c,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_0_00_20k.txt,4,4,4,20000,606,33003.30,1,0,0,single_558ba16bff9640989d43ff6f8f6cde89,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_0_50_20k.txt,4,4,4,20000,620,32258.06,1,0,0,single_7074a6fae55245fba3cd8938cdb4cdd7,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_0_99_20k.txt,4,4,4,20000,591,33840.95,1,0,0,single_783ba51f29cf47aea733131ea47c95bc,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_1_20_20k.txt,4,4,4,20000,556,35971.22,1,0,0,single_627feaf57f4740e19a27ecc4f3295b92,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_0_00_20k.txt,4,4,4,20000,1093,18298.26,1,0,0,single_afe132acebb04e74ad0f25d17375ac51,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_0_50_20k.txt,4,4,4,20000,1056,18939.39,1,0,0,single_ced5ad21f36f4ca59b363e04977a7046,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_0_99_20k.txt,4,4,4,20000,1017,19665.68,1,0,0,single_2f9a070e97b642dfb9e2713d10b72090,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_1_20_20k.txt,4,4,4,20000,1134,17636.68,1,0,0,single_590804ebb8964f85977d5c84ce4df480,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_0_00_20k.txt,4,4,4,20000,3445,5805.52,1,0,0,single_a742c45467c74756ae49e4d71b4e44e4,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_0_50_20k.txt,4,4,4,20000,3422,5844.54,1,0,0,single_ea62559eb5694405bd62730c5db37812,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_0_99_20k.txt,4,4,4,20000,3461,5778.68,1,0,0,single_45033782ebd24d0caf542fd9abdc175f,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_1_20_20k.txt,4,4,4,20000,3529,5667.33,1,0,0,single_e8bb2e223fa542928af40461365e2c64,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_a_skew_0_00_20k.txt,8,8,8,20000,2272,8802.82,1,0,0,single_0c35c0acbe5443378de46d9d0f298d8d,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_a_skew_0_50_20k.txt,8,8,8,20000,2244,8912.66,1,0,0,single_5d403919c4d74f7382576fd2bed545dd,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_a_skew_0_99_20k.txt,8,8,8,20000,2465,8113.59,1,0,0,single_3e8bc0d7bef94cccada2ec81a3bf5c30,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_a_skew_1_20_20k.txt,8,8,8,20000,2944,6793.48,1,0,0,single_d2163c9c685c4feaac775c0f7a7d87b7,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_0_00_20k.txt,8,8,8,20000,894,22371.36,1,0,0,single_48936158ccb8482d87222b04f4612d13,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_0_50_20k.txt,8,8,8,20000,899,22246.94,1,0,0,single_777f4dd3f932473b94cae00b91e5e78e,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_0_99_20k.txt,8,8,8,20000,868,23041.47,1,0,0,single_a26b1992288541179fba6d60de0520cb,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_1_20_20k.txt,8,8,8,20000,910,21978.02,1,0,0,single_b0edc59088ef4d4aa8acbf46b9840a71,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_0_00_20k.txt,8,8,8,20000,437,45766.59,1,0,0,single_87db5e7bdf364ce79962633f58f4d7fc,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_0_50_20k.txt,8,8,8,20000,421,47505.94,1,0,0,single_6ad671ab3c9842d3a5fb1a57a27c1ed4,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_0_99_20k.txt,8,8,8,20000,416,48076.92,1,0,0,single_fcf3139fe8a04a22846e6926827655dc,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_1_20_20k.txt,8,8,8,20000,425,47058.82,1,0,0,single_d3de3e86e76040a296a950e9f4d8653a,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_0_00_20k.txt,8,8,8,20000,876,22831.05,1,0,0,single_da5675db546a4d7684d3c7dec3094738,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_0_50_20k.txt,8,8,8,20000,843,23724.79,1,0,0,single_2acd27812aaf4dc3a6508b13c06cf3d1,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_0_99_20k.txt,8,8,8,20000,847,23612.75,1,0,0,single_9106cefacde64792b31605bd5fe8ef90,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_1_20_20k.txt,8,8,8,20000,917,21810.25,1,0,0,single_d670f14154274f8d9fc4130cc10a21d3,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_0_00_20k.txt,8,8,8,20000,2111,9474.18,1,0,0,single_67161290edae42b8881385fedbebddf1,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_0_50_20k.txt,8,8,8,20000,2113,9465.22,1,0,0,single_cd1142f0c5594a65a0354e615db74c49,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_0_99_20k.txt,8,8,8,20000,2182,9165.90,1,0,0,single_b1fee825d88b4409b7759bc31de33ebe,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_1_20_20k.txt,8,8,8,20000,2400,8333.33,1,0,0,single_2f291252fedb404491b5b4910fdae2e1,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_a_skew_0_00_20k.txt,16,16,16,20000,1330,15037.59,1,0,0,single_a3bc5400be614f39bb31121dccecd5f6,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_a_skew_0_50_20k.txt,16,16,16,20000,1336,14970.06,1,0,0,single_22868792ab934bef9aaffe26c42a36c9,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_a_skew_0_99_20k.txt,16,16,16,20000,1755,11396.01,1,0,0,single_363cdfe0425a4a0ba02457a83daac2d3,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_a_skew_1_20_20k.txt,16,16,16,20000,2569,7785.13,1,0,0,single_7a852cd167914580960aec20e0e86803,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_0_00_20k.txt,16,16,16,20000,795,25157.23,1,0,0,single_6a86db92b3c440e88969a485668dae1c,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_0_50_20k.txt,16,16,16,20000,763,26212.32,1,0,0,single_5d7f049a4d684417a0ba82ea82932921,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_0_99_20k.txt,16,16,16,20000,805,24844.72,1,0,0,single_40dbda8056dd4421b1b91c4063fa776f,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_b_skew_1_20_20k.txt,16,16,16,20000,862,23201.86,1,0,0,single_a6f42a1138f141669abc2148cb579406,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_0_00_20k.txt,16,16,16,20000,421,47505.94,1,0,0,single_4a99cb9d323c47aca015f82e7abb9a22,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_0_50_20k.txt,16,16,16,20000,432,46296.30,1,0,0,single_62677c19a1674a8b9d772260c38f2838,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_0_99_20k.txt,16,16,16,20000,428,46728.97,1,0,0,single_6109df22c5164ebb8c0c6c5d5721a91b,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_c_skew_1_20_20k.txt,16,16,16,20000,430,46511.63,1,0,0,single_b56ec1384bd049fda87a566b3a7c3dbd,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_0_00_20k.txt,16,16,16,20000,786,25445.29,1,0,0,single_92abad17c35d4c438754280f75a54408,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_0_50_20k.txt,16,16,16,20000,778,25706.94,1,0,0,single_e8817fa8eee34f1fad23191bd66dc613,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_0_99_20k.txt,16,16,16,20000,765,26143.79,1,0,0,single_7c3567aca9c54b34acbadf7453cb266d,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_d_skew_1_20_20k.txt,16,16,16,20000,796,25125.63,1,0,0,single_0d80acdae7e042d6b11b9bcbdc11254a,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_0_00_20k.txt,16,16,16,20000,1256,15923.57,1,0,0,single_56220a8de95f48c78254cf0791856905,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_0_50_20k.txt,16,16,16,20000,1261,15860.43,1,0,0,single_3cd9b829768a46e0bce870b8880c3979,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_0_99_20k.txt,16,16,16,20000,1455,13745.70,1,0,0,single_70817639778b4002856c590ae5bf2d46,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
bcdb_merkle,ycsb_workload_f_skew_1_20_20k.txt,16,16,16,20000,1932,10351.97,1,0,0,single_92dc8d72808b40bebecd113c40c1420b,32MB,61ff29d7c02f544167fcf3a32bed7d6bdf9f9098a21ca78e736c9ed54528dab0,1
