run_id,manifest_sha256,method,phase,ms
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r4,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,audit_merkle_verify_ms,30321.240
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r4,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,audit_schema_fidelity_ms,2.050
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r4,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,merkle_total_ms,68644.086
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,tree_localisation_ms,182.658
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,candidate_row_fetch_ms,16.985
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,row_comparison_ms,0.554
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_sql_building_ms,0.545
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_dml_wire_ms,16.890
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_commit_wire_ms,8.854
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_begin_wire_ms,0.110
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_transaction_block_ms,26.452
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,repair_write_ms,26.457
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,targeted_post_repair_confirmation_ms,3.538
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,recovery_observability_ms,0.001
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,8b0120eec21a7c8d83cff4cc843a71516a87ebaaa3637375b282186bb7e78811,merkle,recovery_orchestration_ms,1.394
