ts_utc,mode,db_type,workload,threads,run,rate,start_server_exit,restore_exit,py_exit,wall_time_s,workload_overall_ms,workload_wait_ms,duplicate_key_errors,db_row_count,db_root_hash,db_merkle_verify,workload_log,start_server_log,restore_log,notes
2026-02-14T17:49:38+00:00,det,1,ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k.txt,24,3,800,0,0,0,9.484598,7619.107007980347,0.0,0,12595,e30d7e8fdfd40c0abbacf7f7a378bc73179b70e72651bc1d693adbbba045acdc,t,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=24/run=3/workload.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=24/run=3/start_server.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=24/run=3/restore.out,
2026-02-14T17:49:47+00:00,det,1,ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k.txt,28,1,800,0,0,0,9.53028,7660.531044006348,0.0,0,12595,e30d7e8fdfd40c0abbacf7f7a378bc73179b70e72651bc1d693adbbba045acdc,t,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=28/run=1/workload.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=28/run=1/start_server.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=28/run=1/restore.out,
2026-02-14T17:49:57+00:00,det,1,ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k.txt,28,2,800,0,0,0,9.581187,7709.152936935425,0.0,0,12595,e30d7e8fdfd40c0abbacf7f7a378bc73179b70e72651bc1d693adbbba045acdc,t,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=28/run=2/workload.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=28/run=2/start_server.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=28/run=2/restore.out,
2026-02-14T17:50:07+00:00,det,1,ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k.txt,28,3,800,0,0,0,9.686313,7800.535440444946,0.0,0,12595,e30d7e8fdfd40c0abbacf7f7a378bc73179b70e72651bc1d693adbbba045acdc,t,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=28/run=3/workload.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=28/run=3/start_server.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=28/run=3/restore.out,
2026-02-14T17:50:16+00:00,det,1,ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k.txt,32,1,800,0,0,0,9.505088,7637.182235717773,0.0,0,12595,e30d7e8fdfd40c0abbacf7f7a378bc73179b70e72651bc1d693adbbba045acdc,t,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=32/run=1/workload.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=32/run=1/start_server.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=32/run=1/restore.out,
2026-02-14T17:50:26+00:00,det,1,ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k.txt,32,2,800,0,0,0,9.492686,7630.431890487671,0.0,0,12595,e30d7e8fdfd40c0abbacf7f7a378bc73179b70e72651bc1d693adbbba045acdc,t,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=32/run=2/workload.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=32/run=2/start_server.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=32/run=2/restore.out,
2026-02-14T17:50:36+00:00,det,1,ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k.txt,32,3,800,0,0,0,9.374659,7502.193212509155,0.0,0,12595,e30d7e8fdfd40c0abbacf7f7a378bc73179b70e72651bc1d693adbbba045acdc,t,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=32/run=3/workload.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=32/run=3/start_server.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=32/run=3/restore.out,
2026-02-14T17:50:45+00:00,det,1,ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k.txt,36,1,800,0,0,0,9.657268,7791.714429855347,0.0,0,12595,e30d7e8fdfd40c0abbacf7f7a378bc73179b70e72651bc1d693adbbba045acdc,t,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=36/run=1/workload.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=36/run=1/start_server.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=36/run=1/restore.out,
2026-02-14T17:50:55+00:00,det,1,ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k.txt,36,2,800,0,0,0,9.698641,7815.821170806885,0.0,0,12595,e30d7e8fdfd40c0abbacf7f7a378bc73179b70e72651bc1d693adbbba045acdc,t,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=36/run=2/workload.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=36/run=2/start_server.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=36/run=2/restore.out,
2026-02-14T17:51:05+00:00,det,1,ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k.txt,36,3,800,0,0,0,9.660944,7798.623561859131,0.0,0,12595,e30d7e8fdfd40c0abbacf7f7a378bc73179b70e72651bc1d693adbbba045acdc,t,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=36/run=3/workload.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=36/run=3/start_server.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=36/run=3/restore.out,
2026-02-14T17:51:15+00:00,det,1,ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k.txt,40,1,800,0,0,0,9.457471,7587.629079818726,0.0,0,12595,e30d7e8fdfd40c0abbacf7f7a378bc73179b70e72651bc1d693adbbba045acdc,t,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=40/run=1/workload.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=40/run=1/start_server.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=40/run=1/restore.out,
2026-02-14T17:51:24+00:00,det,1,ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k.txt,40,2,800,0,0,0,9.50329,7634.953498840332,0.0,0,12595,e30d7e8fdfd40c0abbacf7f7a378bc73179b70e72651bc1d693adbbba045acdc,t,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=40/run=2/workload.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=40/run=2/start_server.out,/work/ARIABC/AriaBC/scripts/bench_results/20260214_231534/mode=det/workload=ycsbtx-skew-01-24k-pt-intkey-sid-clean-20k/threads=40/run=2/restore.out,
