workload,skew,mode,workers,trial,total_queries,shared_buffers,db_rows,reset_time_ms,undo_restore_ms,wall_time_ms,wall_including_drains_ms,tps,completed_tps,device,device_window_ms,device_read_mib,device_write_mib,device_read_ios,device_write_ios,checkpoint_ms,checkpoint_write_ms,checkpoint_sync_ms,checkpoint_total_ms,checkpoint_sync_files,checkpoint_longest_sync_ms,checkpoint_write_mib,blks_read,blks_hit,hit_ratio_pct,blk_read_time_ms,blk_write_time_ms,buffers_backend,divergence_count,permanent_failures,validated_completed_queries,merkle_verify,workload_sha256,artifact_dir
a,0.5,bcdb_det,8,1,20000,32MB,100000000,453121.0276799993,0.0,4198,4198,4764.173415912339,4763.5,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,4265.943073000017,309.11328125,208.0625,39253,13406,1754.0509749997,16.0,1673.0,1738.0,31,695.0,135.953125,43430,130412,75.01754466699647,14683.936000000002,145.0609999999997,16514,0,0,20000,N/A,8ce406fa9abf4e8fb9b20cb2e08b5721f4f9ddb4cdf613f5934b3203783b0d0b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s0.5_bcdb_det_w8_t1
a,0.5,bcdb_det,16,1,20000,32MB,100000000,517765.15644999925,0.0,3828,3828,5224.66039707419,5224.02,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,3902.7474939994136,309.26171875,187.38671875,39256,8595,242.4382399985916,18.0,189.0,223.0,31,57.0,138.6796875,43447,132462,75.30143426430712,27699.515,152.14400000000023,16883,0,0,20000,N/A,8ce406fa9abf4e8fb9b20cb2e08b5721f4f9ddb4cdf613f5934b3203783b0d0b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s0.5_bcdb_det_w16_t1
a,0.5,bcdb_merkle,1,1,20000,32MB,100000000,503243.21169699944,0.0,25093,25093,797.0350296895549,797.01,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,25167.03048099953,655.43359375,497.13671875,78979,31740,3021.21895900018,15.0,2906.0,3004.0,38,806.0,272.73828125,109671,496038,81.89378067685968,15600.307,274.35599999999977,38652,0,0,20000,PASS,8ce406fa9abf4e8fb9b20cb2e08b5721f4f9ddb4cdf613f5934b3203783b0d0b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s0.5_bcdb_merkle_w1_t1
a,0.5,bcdb_merkle,8,1,20000,32MB,100000000,500726.3108850002,0.0,14040,14040,1424.5014245014245,1424.46,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,14106.07512200113,664.76171875,438.90625,79557,22763,451.98440400054096,16.0,390.0,436.0,38,103.0,306.19140625,109885,499609,81.97111046212103,51907.229999999996,389.0650000000005,43777,0,0,20000,PASS,8ce406fa9abf4e8fb9b20cb2e08b5721f4f9ddb4cdf613f5934b3203783b0d0b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s0.5_bcdb_merkle_w8_t1
a,0.5,bcdb_merkle,16,1,20000,32MB,100000000,684903.738866,0.0,21245,21245,941.3979759943517,941.38,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,21315.90373799918,656.11328125,446.31640625,79038,22138,7722.719871000663,280.0,7303.0,7706.0,38,2364.0,289.44921875,109907,503507,82.08273694438014,159004.019,445.7019999999993,41111,0,0,20000,PASS,8ce406fa9abf4e8fb9b20cb2e08b5721f4f9ddb4cdf613f5934b3203783b0d0b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s0.5_bcdb_merkle_w16_t1
a,0.5,pg,1,1,20000,32MB,100000000,598575.5282129995,0.0,15930,15930,1255.4927809165097,1255.48,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,15998.310754999693,309.53515625,280.8046875,39265,26841,1758.0246280012943,166.0,1527.0,1741.0,31,488.0,100.08984375,42937,129282,75.06837224696461,8358.902000000002,91.11399999999958,11835,0,0,20000,N/A,8ce406fa9abf4e8fb9b20cb2e08b5721f4f9ddb4cdf613f5934b3203783b0d0b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s0.5_pg_w1_t1
a,0.5,pg,8,1,20000,32MB,100000000,383809.0650619997,0.0,9925,9925,2015.1133501259446,2014.98,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,9996.624078001332,309.953125,233.21484375,39302,17003,1980.5588870003703,144.0,1772.0,1965.0,31,592.0,115.82421875,42979,130788,75.26630487952258,52294.126,159.1190000000006,14081,0,0,20000,N/A,8ce406fa9abf4e8fb9b20cb2e08b5721f4f9ddb4cdf613f5934b3203783b0d0b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s0.5_pg_w8_t1
a,0.5,pg,16,1,20000,32MB,100000000,476382.95288799965,0.0,6654,6654,3005.710850616171,3005.66,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,6720.622046999779,309.796875,199.61328125,39286,10527,417.5846009984525,14.0,370.0,401.0,31,203.0,130.93359375,42963,131767,75.41177817203686,55713.735,175.04999999999927,16043,0,0,20000,N/A,8ce406fa9abf4e8fb9b20cb2e08b5721f4f9ddb4cdf613f5934b3203783b0d0b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s0.5_pg_w16_t1
a,0.99,bcdb_det,1,1,20000,32MB,100000000,614670.0149720127,0.0,15348,15348,1303.1013812874642,1303.08,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,15455.5485159799,135.484375,188.35546875,16732,25151,84.44386601331644,22.0,35.0,68.0,31,6.0,34.65625,19522,128905,86.8474064691734,5948.807000000001,18.94999999999891,2520,0,0,20000,N/A,a3f07805d1b15666b9ef9ce62daa7f441b622c08d151bc1c8d5ab67cfc97559b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260920_192445_39e71923/a_s0.99_bcdb_det_w1_t1
a,0.99,bcdb_det,8,1,20000,32MB,100000000,594447.3773349891,0.0,25333,25333,789.4840721588442,789.47,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,25454.566288011847,135.22265625,146.80859375,16724,15094,346.6984480037354,262.0,54.0,330.0,31,12.0,38.39453125,19544,131670,87.0752708082585,67168.794,27.552999999999884,3331,0,0,20000,N/A,a3f07805d1b15666b9ef9ce62daa7f441b622c08d151bc1c8d5ab67cfc97559b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260920_192445_39e71923/a_s0.99_bcdb_det_w8_t1
a,0.99,bcdb_det,16,1,20000,32MB,100000000,614770.8648130001,0.0,3985,3985,5018.820577164366,5017.8,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,4053.5181929999453,134.9453125,109.625,16715,8388,986.5765669997018,224.0,688.0,954.0,31,238.0,54.875,19603,135166,87.33402684000026,14203.943,53.818999999999505,5837,0,0,20000,N/A,a3f07805d1b15666b9ef9ce62daa7f441b622c08d151bc1c8d5ab67cfc97559b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260920_192445_39e71923/a_s0.99_bcdb_det_w16_t1
a,0.99,bcdb_merkle,1,1,20000,32MB,100000000,602224.9024060147,0.0,17849,17849,1120.5109529945655,1120.48,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,17939.650683983928,381.4453125,330.23828125,45272,27972,1837.7898769977037,21.0,1694.0,1753.0,38,725.0,153.58203125,65450,446774,87.22238708065221,8641.630000000005,162.75,23654,0,0,20000,PASS,a3f07805d1b15666b9ef9ce62daa7f441b622c08d151bc1c8d5ab67cfc97559b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260920_192445_39e71923/a_s0.99_bcdb_merkle_w1_t1
a,0.99,bcdb_merkle,8,1,20000,32MB,100000000,572058.8305000002,0.0,7642,7642,2617.115938236064,2616.97,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,7711.1028369999985,380.8515625,277.0625,45261,19679,2730.672784000035,17.0,2642.0,2712.0,38,1176.0,181.09765625,65405,468244,87.74381662853298,19770.719000000005,218.47099999999955,28290,0,0,20000,PASS,a3f07805d1b15666b9ef9ce62daa7f441b622c08d151bc1c8d5ab67cfc97559b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260920_192445_39e71923/a_s0.99_bcdb_merkle_w8_t1
a,0.99,bcdb_merkle,16,1,20000,32MB,100000000,611481.3368060004,0.0,7535,7535,2654.2800265428004,2654.21,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,7605.075658000715,381.625,264.15234375,45330,16121,3330.08759599943,192.0,3065.0,3310.0,38,1210.0,179.34765625,65414,479196,87.98883604781403,35867.918,235.04299999999967,28077,0,0,20000,PASS,a3f07805d1b15666b9ef9ce62daa7f441b622c08d151bc1c8d5ab67cfc97559b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260920_192445_39e71923/a_s0.99_bcdb_merkle_w16_t1
a,0.99,pg,1,1,20000,32MB,100000000,645785.0907079992,0.0,15330,15330,1304.631441617743,1304.55,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,15394.214389001718,134.77734375,194.60546875,16699,25927,172.34321899013594,20.0,30.0,63.0,31,5.0,30.03125,19470,124098,86.43848211300569,5804.945999999996,15.333999999998923,2096,0,0,20000,N/A,a3f07805d1b15666b9ef9ce62daa7f441b622c08d151bc1c8d5ab67cfc97559b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260920_192445_39e71923/a_s0.99_pg_w1_t1
a,0.99,pg,8,1,20000,32MB,100000000,611118.6714490177,0.0,7159,7159,2793.6862690319876,2793.41,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,7288.029502989957,134.85546875,127.82421875,16717,11985,97.94634897843935,18.0,51.0,81.0,31,13.0,48.32421875,19487,126287,86.6320468670682,26466.735000000008,54.766999999999825,5074,0,0,20000,N/A,a3f07805d1b15666b9ef9ce62daa7f441b622c08d151bc1c8d5ab67cfc97559b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260920_192445_39e71923/a_s0.99_pg_w8_t1
a,0.99,pg,16,1,20000,32MB,100000000,593024.7867130002,0.0,3606,3606,5546.311702717693,5544.99,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,3693.676521999805,135.296875,103.1875,16714,7131,1010.2133859995774,207.0,758.0,991.0,31,246.0,57.55078125,19528,130018,86.94181054658767,21579.143000000004,70.28899999999885,6403,0,0,20000,N/A,a3f07805d1b15666b9ef9ce62daa7f441b622c08d151bc1c8d5ab67cfc97559b,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260920_192445_39e71923/a_s0.99_pg_w16_t1
a,1.2,bcdb_det,1,1,20000,32MB,100000000,559791.2339759987,0.0,9787,9787,2043.5271278226219,2043.41,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,9898.998869000934,33.62109375,99.28515625,4127,20233,69.31584700032545,37.0,8.0,53.0,31,7.0,17.5546875,4291,125057,96.68259269567369,1126.9520000000048,0.0,44,0,0,20000,N/A,4f763c4243628beba2cf3841e69b2056e518dcb24ad3bc1c9ff7d255ff9700f2,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s1.2_bcdb_det_w1_t1
a,1.2,bcdb_det,8,1,20000,32MB,100000000,603273.4899089992,0.0,5707,5707,3504.4681969511125,3504.33,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,5777.34315500129,33.76953125,64.03515625,4150,11091,338.5088530012581,281.0,17.0,321.0,31,15.0,17.640625,4297,140619,97.03483397278423,3341.743999999999,0.0,50,0,0,20000,N/A,4f763c4243628beba2cf3841e69b2056e518dcb24ad3bc1c9ff7d255ff9700f2,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s1.2_bcdb_det_w8_t1
a,1.2,bcdb_det,16,1,20000,32MB,100000000,596183.1393770007,0.0,4030,4030,4962.779156327543,4962.57,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,4097.762317000161,34.140625,53.5390625,4147,8593,347.08934599984786,286.0,18.0,330.0,31,17.0,17.6953125,4303,151196,97.23277963202335,3109.548999999999,0.0,55,0,0,20000,N/A,4f763c4243628beba2cf3841e69b2056e518dcb24ad3bc1c9ff7d255ff9700f2,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s1.2_bcdb_det_w16_t1
a,1.2,bcdb_merkle,1,1,20000,32MB,100000000,613168.4294039988,0.0,17521,17521,1141.4873580275098,1141.48,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,17646.797182998853,140.1640625,209.98828125,16656,27422,80.89976300107082,26.0,24.0,62.0,38,5.0,22.62890625,21155,383293,94.76941411504075,4350.007000000005,9.316999999999098,1345,0,0,20000,PASS,4f763c4243628beba2cf3841e69b2056e518dcb24ad3bc1c9ff7d255ff9700f2,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s1.2_bcdb_merkle_w1_t1
a,1.2,bcdb_merkle,8,1,20000,32MB,100000000,624192.023503998,0.0,5301,5301,3772.8730428221093,3772.33,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,5368.174316998193,140.19140625,145.26953125,16691,16984,1030.0047149976308,202.0,753.0,991.0,38,396.0,54.8984375,21069,421182,95.23596328781619,5860.167999999998,50.667999999999665,6729,0,0,20000,PASS,4f763c4243628beba2cf3841e69b2056e518dcb24ad3bc1c9ff7d255ff9700f2,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s1.2_bcdb_merkle_w8_t1
a,1.2,bcdb_merkle,16,1,20000,32MB,100000000,599059.4229130002,0.0,4314,4314,4636.068613815484,4635.76,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,4417.888211999525,140.80859375,132.96484375,16739,14332,1072.5440770002024,209.0,803.0,1056.0,38,418.0,57.96484375,21095,442116,95.44591989395761,6301.046999999999,55.664999999999054,7162,0,0,20000,PASS,4f763c4243628beba2cf3841e69b2056e518dcb24ad3bc1c9ff7d255ff9700f2,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s1.2_bcdb_merkle_w16_t1
a,1.2,pg,1,1,20000,32MB,100000000,609998.0404069993,0.0,7384,7384,2708.5590465872156,2708.26,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,7450.970214998961,33.6171875,100.51953125,4126,20403,381.26585600002727,282.0,71.0,362.0,31,22.0,15.1875,4288,116397,96.44694866802006,547.9850000000006,0.2530000000006112,68,0,0,20000,N/A,4f763c4243628beba2cf3841e69b2056e518dcb24ad3bc1c9ff7d255ff9700f2,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s1.2_pg_w1_t1
a,1.2,pg,8,1,20000,32MB,100000000,554685.5117949999,0.0,5089,5089,3930.0451955197486,3929.67,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,5160.359495002922,33.625,67.12890625,4128,11650,287.0911449972482,226.0,5.0,269.0,31,4.0,14.140625,4292,129364,96.7887711737595,3366.9819999999963,0.0,48,0,0,20000,N/A,4f763c4243628beba2cf3841e69b2056e518dcb24ad3bc1c9ff7d255ff9700f2,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s1.2_pg_w8_t1
a,1.2,pg,16,1,20000,32MB,100000000,612856.8282410015,0.0,4318,4318,4631.773969430292,4630.78,/sys/devices/pci0000:00/0000:00:02.2/0000:23:00.0/nvme/nvme0/nvme0n1/nvme0n1p2,4385.605645999021,33.625,61.38671875,4127,10391,50.26033299873234,17.0,8.0,34.0,31,1.0,13.62109375,4297,134351,96.90078472102013,3516.877999999997,0.8279999999995198,134,0,0,20000,N/A,4f763c4243628beba2cf3841e69b2056e518dcb24ad3bc1c9ff7d255ff9700f2,/work/ARIABC/AriaBC/scripts/bench_full_results/fanout32_full_sweep/run_20260921_012214_d626773b/a_s1.2_pg_w16_t1
