tx_idx,latency_ms
297,418.5591
298,418.5596
299,418.5656
300,418.5663
301,418.5600
302,418.5603
303,418.5670
304,418.5648
305,418.5677
306,418.5685
307,418.5692
308,418.5700
309,418.5629
310,418.5633
311,418.5636
312,418.5707
313,418.5715
314,418.5640
315,418.5718
316,418.5722
317,418.5773
318,418.5732
319,418.5766
320,418.5736
321,418.5784
322,418.5740
323,418.5792
324,418.5799
325,418.5746
326,418.5750
327,418.5806
328,418.5814
329,418.5821
330,418.5828
331,418.5754
332,418.5758
333,418.5777
334,418.5861
335,418.5888
336,418.5873
337,418.5895
338,418.5903
339,418.5881
340,418.5910
341,418.5918
342,418.5832
343,418.5926
344,418.5838
345,418.5933
346,418.5842
347,418.5846
348,418.5849
349,418.5853
350,418.5865
351,418.5970
352,418.5937
353,418.6015
354,418.5940
355,418.5944
356,418.5984
357,418.5991
358,418.5999
359,418.6022
360,418.6030
361,418.5948
362,418.5951
363,418.6008
364,418.5955
365,418.5958
366,418.5962
367,418.5973
368,418.5977
369,418.6034
370,418.6061
371,418.6072
372,418.6080
373,418.6087
374,418.6133
375,418.6095
376,418.6037
377,418.6103
378,418.6110
379,418.6041
380,418.6140
381,418.6045
382,418.6118
383,418.6125
384,418.6049
385,418.6054
386,418.6065
387,418.6190
388,418.6144
389,418.6148
390,418.6151
391,418.6201
392,418.6155
393,418.6159
394,418.6242
395,418.6219
396,418.6162
397,418.6167
398,418.6249
399,418.6170
400,418.6174
401,418.6177
402,418.6181
403,418.6227
404,418.6234
405,418.6212
406,418.6193
407,418.6204
408,418.6280
409,418.6287
410,418.6253
411,418.6294
412,418.6301
413,418.6258
414,418.6309
415,418.6334
416,418.6327
417,418.6262
418,418.6361
419,418.6368
420,418.6375
421,418.6382
422,418.6266
423,418.6351
424,418.6417
425,418.6312
426,418.6316
427,418.6424
428,418.6431
429,418.6320
430,418.6438
431,418.6339
432,418.6408
433,418.6343
434,418.6386
435,418.6390
436,418.6457
437,418.6393
438,418.6398
439,418.6446
440,418.6449
441,418.6503
442,418.6461
443,418.6496
444,418.6519
445,418.6465
446,418.6527
447,418.6469
448,418.6542
449,418.6549
450,418.6556
451,418.6473
452,418.6477
453,418.6481
454,418.6485
455,418.6489
456,418.6564
457,418.6507
458,418.6511
459,418.6530
460,418.6602
461,418.6609
462,418.6534
463,418.6616
464,418.6635
465,418.6568
466,418.6573
467,418.6576
468,418.6580
469,418.6642
470,418.6583
471,418.6587
472,418.6650
473,418.6591
474,418.6594
475,418.6657
476,418.6691
477,418.6620
478,418.6624
479,418.6628
480,418.6661
481,418.6664
482,418.6668
483,418.6714
484,418.6721
485,418.6671
486,418.6736
487,418.6729
488,418.6675
489,418.6679
490,418.6752
491,418.6683
492,418.6695
493,418.6698
494,418.6702
495,418.6775
496,418.6759
497,418.6768
498,418.6705
499,418.6740
500,418.6744
501,418.6807
502,419.0189
503,419.0196
504,418.6778
505,419.0204
506,418.6784
507,418.6788
508,418.6791
509,418.6795
510,418.6799
511,419.0240
512,418.0714
513,418.0720
514,418.4135
515,418.0724
516,418.0728
517,418.4083
518,418.4111
519,418.4115
520,418.4184
521,418.4119
522,418.4191
523,418.4169
524,418.4123
525,418.4177
526,418.4128
527,418.4147
528,418.4151
529,418.4154
530,418.4158
531,418.4237
532,418.4221
533,418.4310
534,418.4161
535,418.4229
536,418.4195
537,418.4244
538,418.4253
539,418.4270
540,418.4199
541,418.4206
542,418.4278
543,418.4285
544,418.4263
545,418.4210
546,418.4213
547,418.4293
548,418.4302
549,418.4313
550,418.4317
551,418.4352
552,418.4320
553,418.4327
554,418.4330
555,418.4391
556,418.4398
557,418.4423
558,418.4407
559,418.4334
560,418.4414
561,418.4338
562,418.4369
563,418.4376
564,418.4341
565,418.4384
566,418.4345
567,418.4446
568,418.4357
569,418.4361
570,418.4482
571,418.4427
572,418.4489
573,418.4497
574,418.4430
575,418.4435
576,418.4459
577,418.4512
578,418.4466
579,418.4439
580,418.4520
581,418.4474
582,418.4527
583,418.4451
584,418.4560
585,418.4568
586,418.4501
587,418.4625
588,418.4505
589,418.4633
590,418.4646
591,418.4530
592,418.4534
593,418.4539
594,418.4598
595,418.4605
596,418.4542
597,418.4547
598,418.4617
599,418.4551
600,418.4572
601,418.4576
602,418.4580
603,418.4702
604,418.4713
605,418.4650
606,418.4720
607,418.4654
608,418.4663
609,418.4667
610,418.4672
611,418.4676
612,418.4746
613,418.4753
614,418.4760
615,418.4679
616,418.4771
617,418.4686
618,418.4694
619,418.4705
620,418.4724
621,418.4728
622,418.4731
623,418.4735
624,418.4790
625,418.4739
626,418.4797
627,418.4830
628,418.4778
629,418.4870
630,418.4783
631,418.4882
632,418.4923
633,418.4931
634,418.4938
635,418.4802
636,418.4810
637,418.4813
638,418.4908
639,418.4817
640,418.4850
641,418.4823
642,418.4915
643,418.4835
644,418.4843
645,418.4942
646,418.4989
647,418.4946
648,418.4957
649,418.4996
650,418.5003
651,418.5011
652,418.5028
653,418.4961
654,418.5020
655,418.4970
656,418.4967
657,418.5061
658,418.4974
659,418.4978
660,418.4981
661,418.5053
662,418.5031
663,418.5035
664,418.5081
665,418.5104
666,418.5112
667,418.5038
668,418.5119
669,418.5126
670,418.5133
671,418.5042
672,418.5046
673,418.5064
674,418.5141
675,418.5088
676,418.5068
677,418.5148
678,418.5097
679,418.5072
680,418.5178
681,418.5206
682,418.5152
683,418.5156
684,418.5159
685,418.5215
686,418.5222
687,418.5230
688,418.5191
689,418.5198
690,418.5163
691,418.5256
692,418.5168
693,418.5171
694,418.5283
695,418.5267
696,418.5182
697,418.5234
698,418.5238
699,418.5312
700,418.5241
701,418.5245
702,418.5319
703,418.5335
704,418.5295
705,418.5248
706,418.5328
707,418.5271
708,418.5274
709,418.5303
710,418.5365
711,418.5372
712,418.5286
713,418.5379
714,418.5387
715,418.5341
716,418.5416
717,418.5442
718,418.5345
719,418.5425
720,418.5349
721,418.5354
722,418.5399
723,418.5435
724,418.5357
725,418.5408
726,418.5471
727,418.5507
728,418.5514
729,418.5391
730,418.5521
731,418.5528
732,418.5446
733,418.5449
734,418.5536
735,418.5453
736,418.5482
737,418.5457
738,418.5490
739,418.5460
740,418.5499
741,418.5464
742,418.5475
743,418.5588
744,418.5539
745,418.5543
746,418.5547
747,418.5602
748,418.5550
749,418.5554
750,418.5558
751,418.5572
752,418.5561
753,418.5565
754,418.5568
755,418.5636
756,418.5643
757,418.5575
758,418.5579
759,418.5591
760,419.0317
761,418.5595
762,419.0325
763,418.5607
764,418.5611
765,419.0333
766,418.5614
767,419.0344
768,417.9531
769,417.9536
770,417.9542
771,418.4293
772,418.4308
773,418.4301
774,417.9564
775,418.4221
776,418.4262
777,418.4266
778,418.4270
779,418.4332
780,418.4274
781,418.4278
782,418.4340
783,418.4347
784,418.4316
785,418.4281
786,418.4285
787,418.4320
788,418.4361
789,418.4364
790,418.4395
791,418.4403
792,418.4368
793,418.4418
794,418.4426
795,418.4443
796,418.4460
797,418.4375
798,418.4558
799,418.4574
800,418.4488
801,418.4429
802,418.4496
803,418.4514
804,418.4523
805,418.4531
806,418.4550
807,418.4608
808,418.4615
809,418.4434
810,418.4623
811,418.4464
812,418.4472
813,418.4630
814,418.4638
815,418.4581
816,418.4648
817,418.4585
818,418.4589
819,418.4592
820,418.4671
821,418.4596
822,418.4600
823,418.4679
824,418.4686
825,418.4703
826,418.4711
827,418.4767
828,418.4695
829,418.4735
830,418.4774
831,418.4744
832,418.4652
833,418.4656
834,418.4660
835,418.4664
836,418.4728
837,418.4751
838,418.4760
839,418.4715
840,418.4805
841,418.4718
842,418.4812
843,418.4830
844,418.4778
845,418.4838
846,418.4782
847,418.4786
848,418.4789
849,418.4794
850,418.4797
851,418.4866
852,418.4875
853,418.4882
854,418.4899
855,418.4816
856,418.4820
857,418.4823
858,418.4891
859,418.4842
860,418.4922
861,418.4846
862,418.4850
863,418.4929
864,418.4853
865,418.4944
866,418.4858
867,418.4952
868,418.4959
869,418.4975
870,418.4902
871,418.4906
872,418.4967
873,418.4910
874,418.5057
875,418.4914
876,418.4933
877,418.5018
878,418.4937
879,418.5026
880,418.5002
881,418.5010
882,418.4979
883,418.4983
884,418.5033
885,418.4987
886,418.5042
887,418.4990
888,418.4994
889,418.5050
890,418.5061
891,418.5065
892,418.5072
893,418.5076
894,418.5079
895,418.5163
896,418.5069
897,418.5110
898,418.5193
899,418.5083
900,418.5087
901,418.5091
902,418.5118
903,418.5094
904,418.5126
905,418.5099
906,418.5134
907,418.5141
908,418.5103
909,418.5148
910,418.5156
911,418.5167
912,418.5174
913,418.5181
914,418.5231
915,418.5196
916,418.5263
917,418.5200
918,418.5204
919,418.5270
920,418.5207
921,418.5211
922,418.5215
923,418.5277
924,418.5285
925,418.5292
926,418.5218
927,418.5222
928,418.5248
929,418.5255
930,418.5234
931,418.5239
932,418.5296
933,418.5333
934,418.5299
935,418.5347
936,418.5355
937,418.5386
938,418.5303
939,418.5364
940,418.5307
941,418.5311
942,418.5371
943,418.5394
944,418.5314
945,418.5340
946,418.5319
947,418.5378
948,418.5324
949,418.5419
950,418.5429
951,418.5436
952,418.5444
953,418.5399
954,418.5452
955,418.5459
956,418.5467
957,418.5486
958,418.5494
959,418.5502
960,418.5404
961,418.5553
962,418.5408
963,418.5478
964,418.5412
965,418.5529
966,418.5536
967,418.5471
968,418.5505
969,418.5564
970,418.5571
971,418.5509
972,418.5513
973,418.5579
974,418.5517
975,418.5520
976,418.5545
977,418.5620
978,418.5582
979,418.5587
980,418.5630
981,418.5590
982,418.5638
983,418.5653
984,418.5646
985,418.5594
986,418.5598
987,418.5601
988,418.5605
989,418.5609
990,418.5665
991,418.5672
992,418.5612
993,418.5701
994,418.5623
995,418.5708
996,418.5676
997,418.5719
998,418.5727
999,418.5681
1000,418.5734
1001,418.5685
1002,418.5689
1003,418.5745
1004,418.5693
1005,418.5752
1006,418.5760
1007,418.5767
1008,418.5809
1009,418.5816
1010,418.5712
1011,418.5802
1012,418.9507
1013,418.5839
1014,418.5771
1015,418.5774
1016,418.5778
1017,418.5781
1018,418.5847
1019,418.5785
1020,418.5789
1021,418.5854
1022,418.5793
1023,418.9480
1024,418.3096
1025,418.3105
1026,417.9427
1027,417.9437
1028,418.3139
1029,418.3168
1030,418.3176
1031,418.3185
1032,418.3119
1033,418.3192
1034,418.3123
1035,418.3127
1036,418.3201
1037,418.3209
1038,418.3217
1039,418.3225
1040,418.3152
1041,418.3131
1042,418.3233
1043,418.3160
1044,418.3143
1045,418.3270
1046,418.3236
1047,418.3300
1048,418.3240
1049,418.3308
1050,418.3323
1051,418.3244
1052,418.3248
1053,418.3251
1054,418.3262
1055,418.3315
1056,418.3277
1057,418.3255
1058,418.3259
1059,418.3285
1060,418.3292
1061,418.3351
1062,418.3359
1063,418.3370
1064,418.3378
1065,418.3385
1066,418.3327
1067,418.3330
1068,418.3392
1069,418.3400
1070,418.3413
1071,418.3422
1072,418.3447
1073,418.3455
1074,418.3334
1075,418.3340
1076,418.3344
1077,418.3363
1078,418.3440
1079,418.3425
1080,418.3429
1081,418.3566
1082,418.3480
1083,418.3490
1084,418.3497
1085,418.3505
1086,418.3512
1087,418.3559
1088,418.3522
1089,418.3459
1090,418.3529
1091,418.3463
1092,418.3544
1093,418.3467
1094,418.3552
1095,418.3537
1096,418.3472
1097,418.3588
1098,418.3596
1099,418.3570
1100,418.3612
1101,418.3605
1102,418.3575
1103,418.3579
1104,418.3658
1105,418.3616
1106,418.3666
1107,418.3621
1108,418.3624
1109,418.3629
1110,418.3681
1111,418.3633
1112,418.3673
1113,418.3708
1114,418.3637
1115,418.3647
1116,418.3733
1117,418.3651
1118,418.3741
1119,418.3748
1120,418.3686
1121,418.3690
1122,418.3726
1123,418.3695
1124,418.3699
1125,418.3777
1126,418.3785
1127,418.3792
1128,418.3803
1129,418.3811
1130,418.3711
1131,418.3716
1132,418.3752
1133,418.3755
1134,418.3759
1135,418.3852
1136,418.3763
1137,418.3766
1138,418.3837
1139,418.3770
1140,418.3844
1141,418.3870
1142,418.3880
1143,418.3814
1144,418.3819
1145,418.3887
1146,418.3895
1147,418.3925
1148,418.3822
1149,418.3826
1150,418.3830
1151,418.3859
1152,418.3855
1153,418.3863
1154,418.3910
1155,418.3918
1156,418.3983
1157,418.3961
1158,418.3968
1159,418.3898
1160,418.3902
1161,418.3991
1162,418.3976
1163,418.3929
1164,418.3933
1165,418.3936
1166,418.4017
1167,418.3943
1168,418.3940
1169,418.3947
1170,418.4034
1171,418.4010
1172,418.4043
1173,418.4050
1174,418.4057
1175,418.3995
1176,418.3999
1177,418.4065
1178,418.4072
1179,418.4002
1180,418.4080
1181,418.4088
1182,418.4126
1183,418.4133
1184,418.4022
1185,418.4026
1186,418.4148
1187,418.4155
1188,418.4091
1189,418.4096
1190,418.4099
1191,418.4103
1192,418.4107
1193,418.4111
1194,418.4162
1195,418.4114
1196,418.4196
1197,418.4118
1198,418.4137
1199,418.4140
1200,418.4181
1201,418.4188
1202,418.4214
1203,418.4245
1204,418.4166
1205,418.4222
1206,418.4231
1207,418.4238
1208,418.4170
1209,418.4173
1210,418.4307
1211,418.4253
1212,418.4199
1213,418.4203
1214,418.4261
1215,418.4207
1216,418.4268
1217,418.4314
1218,418.4272
1219,418.4290
1220,418.4298
1221,418.4384
1222,418.4277
1223,418.4280
1224,418.4338
1225,418.4346
1226,418.4318
1227,418.4353
1228,418.4323
1229,418.4361
1230,418.4368
1231,418.4376
1232,418.4403
1233,418.4410
1234,418.4418
1235,418.4326
1236,418.4330
1237,418.4425
1238,418.4451
1239,418.4435
1240,418.4387
1241,418.4444
1242,418.4493
1243,418.4391
1244,418.4396
1245,418.4468
1246,418.4501
1247,418.4509
1248,418.4516
1249,418.4523
1250,418.4477
1251,418.4532
1252,418.4540
1253,418.4486
1254,418.4548
1255,418.4455
1256,418.4459
1257,418.4556
1258,418.4560
1259,418.4593
1260,418.4652
1261,418.4628
1262,418.4635
1263,418.4659
1264,418.4606
1265,418.4563
1266,418.4645
1267,418.4614
1268,418.4567
1269,418.4571
1270,418.4621
1271,418.4575
1272,418.4578
1273,418.4582
1274,418.4586
1275,418.4597
1276,418.7807
1277,418.4663
1278,418.7831
1279,418.7839
1280,417.8477
1281,418.1626
1282,418.1658
1283,417.8483
1284,418.1665
1285,417.8488
1286,418.1673
1287,418.1600
1288,418.1606
1289,418.1634
1290,418.1681
1291,418.1610
1292,418.1743
1293,418.1721
1294,418.1690
1295,418.1750
1296,418.1686
1297,418.1728
1298,418.1693
1299,418.1735
1300,418.1697
1301,418.1701
1302,418.1704
1303,418.1777
1304,418.1708
1305,418.1792
1306,418.1784
1307,418.1712
1308,418.1834
1309,418.1842
1310,418.1754
1311,418.1758
1312,418.1761
1313,418.1803
1314,418.1812
1315,418.1819
1316,418.1827
1317,418.1765
1318,418.1769
1319,418.1868
1320,418.1876
1321,418.1795
1322,418.1883
1323,418.1891
1324,418.1846
1325,418.1940
1326,418.1849
1327,418.1853
1328,418.1948
1329,418.1910
1330,418.1918
1331,418.1857
1332,418.1926
1333,418.1861
1334,418.1933
1335,418.1983
1336,418.1896
1337,418.1899
1338,418.1991
1339,418.1998
1340,418.1903
1341,418.2022
1342,418.2061
1343,418.2031
1344,418.1952
1345,418.1957
1346,418.1961
1347,418.1964
1348,418.1968
1349,418.1972
1350,418.1975
1351,418.2039
1352,418.2002
1353,418.2006
1354,418.2010
1355,418.2046
1356,418.2013
1357,418.2054
1358,418.2065
1359,418.2069
1360,418.2072
1361,418.2110
1362,418.2076
1363,418.2080
1364,418.2148
1365,418.2117
1366,418.2126
1367,418.2084
1368,418.2087
1369,418.2133
1370,418.2141
1371,418.2156
1372,418.2091
1373,418.2099
1374,418.2164
1375,418.2102
1376,418.2095
1377,418.2184
1378,418.2209
1379,418.2193
1380,418.2218
1381,418.2227
1382,418.2313
1383,418.2168
1384,418.2236
1385,418.2243
1386,418.2172
1387,418.2250
1388,418.2257
1389,418.2265
1390,418.2272
1391,418.2177
1392,418.2201
1393,418.2283
1394,418.2276
1395,418.2290
1396,418.2298
1397,418.2305
1398,418.2348
1399,418.2317
1400,418.2381
1401,418.2321
1402,418.2325
1403,418.2328
1404,418.2388
1405,418.2332
1406,418.2396
1407,418.2337
1408,418.2355
1409,418.2427
1410,418.2403
1411,418.2340
1412,418.2364
1413,418.2372
1414,418.2443
1415,418.2436
1416,418.2468
1417,418.2475
1418,418.2407
1419,418.2484
1420,418.2411
1421,418.2492
1422,418.2416
1423,418.2499
1424,418.2419
1425,418.2448
1426,418.2519
1427,418.2451
1428,418.2457
1429,418.2527
1430,418.2461
1431,418.2534
1432,418.2549
1433,418.2556
1434,418.2504
1435,418.2564
1436,418.2571
1437,418.2580
1438,418.2507
1439,418.2587
1440,418.2594
1441,418.2512
1442,418.2538
1443,418.2629
1444,418.2541
1445,418.2636
1446,418.2614
1447,418.2621
1448,418.2599
1449,418.2666
1450,418.2603
1451,418.2673
1452,418.2690
1453,418.2683
1454,418.2699
1455,418.2707
1456,418.2652
1457,418.2659
1458,418.2606
1459,418.2735
1460,418.2640
1461,418.2742
1462,418.2750
1463,418.2757
1464,418.2644
1465,418.2799
1466,418.2783
1467,418.2712
1468,418.2814
1469,418.2716
1470,418.2720
1471,418.2807
1472,418.2790
1473,418.2724
1474,418.2728
1475,418.2761
1476,418.2765
1477,418.2768
1478,418.2844
1479,418.2772
1480,418.2776
1481,418.2818
1482,418.2868
1483,418.2876
1484,418.2883
1485,418.2822
1486,418.2905
1487,418.2830
1488,418.2825
1489,418.2890
1490,418.2898
1491,418.2861
1492,418.2833
1493,418.2837
1494,418.2848
1495,418.2912
1496,418.2920
1497,418.2852
1498,418.2939
1499,418.2930
1500,418.2942
1501,418.2946
1502,418.2950
1503,418.2972
1504,418.3025
1505,418.2953
1506,418.2957
1507,418.2961
1508,418.2997
1509,418.3032
1510,418.3009
1511,418.2964
1512,418.3018
1513,418.3065
1514,418.3058
1515,418.3072
1516,418.2976
1517,418.2980
1518,418.2984
1519,418.2988
1520,418.3092
1521,418.3036
1522,418.3041
1523,418.3110
1524,418.3044
1525,418.3049
1526,418.3131
1527,418.3138
1528,418.3147
1529,418.3076
1530,418.6296
1531,418.6305
1532,418.6312
1533,418.3081
1534,418.6320
1535,418.3084
1536,417.6753
1537,417.6726
1538,417.6731
1539,417.9986
1540,417.6744
1541,417.9999
1542,418.0010
1543,417.9954
1544,417.9958
1545,417.9962
1546,418.0018
1547,417.9966
1548,418.0025
1549,417.9970
1550,418.0033
1551,418.0077
1552,418.0055
1553,417.9974
1554,417.9978
1555,418.0070
1556,418.0002
1557,418.0063
1558,418.0037
1559,418.0100
1560,418.0107
1561,418.0130
1562,418.0041
1563,418.0044
1564,418.0115
1565,418.0122
1566,418.0048
1567,418.0152
1568,418.0142
1569,418.0081
1570,418.0085
1571,418.0089
1572,418.0092
1573,418.0167
1574,418.0184
1575,418.0193
1576,418.0177
1577,418.0133
1578,418.0200
1579,418.0208
1580,418.0215
1581,418.0156
1582,418.0160
1583,418.0238
1584,418.0245
1585,418.0265
1586,418.0272
1587,418.0279
1588,418.0258
1589,418.0218
1590,418.0222
1591,418.0226
1592,418.0287
1593,418.0294
1594,418.0302
1595,418.0309
1596,418.0316
1597,418.0323
1598,418.0230
1599,418.0349
1600,418.0327
1601,418.0377
1602,418.0384
1603,418.0332
1604,418.0393
1605,418.0337
1606,418.0424
1607,418.0342
1608,418.0438
1609,418.0353
1610,418.0357
1611,418.0360
1612,418.0459
1613,418.0473
1614,418.0366
1615,418.0369
1616,418.0452
1617,418.0397
1618,418.0514
1619,418.0528
1620,418.0404
1621,418.0416
1622,418.0535
1623,418.0543
1624,418.0479
1625,418.0484
1626,418.0550
1627,418.0487
1628,418.0496
1629,418.0558
1630,418.0500
1631,418.0565
1632,418.0521
1633,418.0506
1634,418.0606
1635,418.0617
1636,418.0569
1637,418.0573
1638,418.0576
1639,418.0580
1640,418.0583
1641,418.0624
1642,418.0587
1643,418.0665
1644,418.0677
1645,418.0687
1646,418.0591
1647,418.0610
1648,418.0595
1649,418.0598
1650,418.0657
1651,418.0750
1652,418.0628
1653,418.0631
1654,418.0635
1655,418.0757
1656,418.0742
1657,418.0639
1658,418.0647
1659,418.0690
1660,418.0694
1661,418.0698
1662,418.0701
1663,418.0711
1664,418.0716
1665,418.0720
1666,418.0773
1667,418.0801
1668,418.0761
1669,418.0810
1670,418.0818
1671,418.0825
1672,418.0832
1673,418.0894
1674,418.0765
1675,418.0851
1676,418.0887
1677,418.0777
1678,418.0872
1679,418.0781
1680,418.0784
1681,418.0788
1682,418.0880
1683,418.0836
1684,418.0840
1685,418.0937
1686,418.0945
1687,418.0952
1688,418.0844
1689,418.0961
1690,418.0968
1691,418.0899
1692,418.0975
1693,418.0982
1694,418.0990
1695,418.0903
1696,418.0923
1697,418.0930
1698,418.0907
1699,418.0910
1700,418.0914
1701,418.0994
1702,418.1025
1703,418.1032
1704,418.0997
1705,418.1091
1706,418.1002
1707,418.1098
1708,418.1041
1709,418.1006
1710,418.1048
1711,418.1055
1712,418.1071
1713,418.1125
1714,418.1009
1715,418.1105
1716,418.1014
1717,418.1018
1718,418.1079
1719,418.1114
1720,418.1063
1721,418.1160
1722,418.1130
1723,418.1171
1724,418.1134
1725,418.1139
1726,418.1202
1727,418.1209
1728,418.1118
1729,418.1142
1730,418.1146
1731,418.1150
1732,418.1153
1733,418.1194
1734,418.1238
1735,418.1249
1736,418.1265
1737,418.1174
1738,418.1178
1739,418.1182
1740,418.1258
1741,418.1185
1742,418.1295
1743,418.1214
1744,418.1287
1745,418.1219
1746,418.1223
1747,418.1314
1748,418.1226
1749,418.1231
1750,418.1321
1751,418.1269
1752,418.1273
1753,418.1277
1754,418.1343
1755,418.1329
1756,418.1336
1757,418.1280
1758,418.1388
1759,418.1380
1760,418.1299
1761,418.1303
1762,418.1307
1763,418.1347
1764,418.1351
1765,418.1411
1766,418.1354
1767,418.1358
1768,418.1419
1769,418.1362
1770,418.1366
1771,418.1426
1772,418.1369
1773,418.1373
1774,418.1391
1775,418.1395
1776,418.1456
1777,418.1398
1778,418.1463
1779,418.1470
1780,418.1402
1781,418.1430
1782,418.1433
1783,418.1494
1784,418.1501
1785,418.4482
1786,418.1437
1787,418.1441
1788,418.1444
1789,418.1448
1790,418.4552
1791,418.4493
1792,417.5642
1793,417.8690
1794,417.5647
1795,417.8698
1796,417.8705
1797,417.5654
1798,417.8713
1799,417.8667
1800,417.8671
1801,417.8730
1802,417.8675
1803,417.8678
1804,417.8738
1805,417.8682
1806,417.8775
1807,417.8785
1808,417.8768
1809,417.8742
1810,417.8745
1811,417.8811
1812,417.8749
1813,417.8819
1814,417.8753
1815,417.8757
1816,417.8761
1817,417.8837
1818,417.8789
1819,417.8793
1820,417.8844
1821,417.8863
1822,417.8856
1823,417.8800
1824,417.8797
1825,417.8828
1826,417.8804
1827,417.8893
1828,417.8901
1829,417.8908
1830,417.8915
1831,417.8923
1832,417.8930
1833,417.8947
1834,417.8954
1835,417.8867
1836,417.8871
1837,417.8961
1838,417.8969
1839,417.8874
1840,417.8878
1841,417.8882
1842,417.8885
1843,417.8991
1844,417.8934
1845,417.8938
1846,417.9006
1847,417.9034
1848,417.9042
1849,417.8973
1850,417.8977
1851,417.8980
1852,417.9050
1853,417.9057
1854,417.9115
1855,417.9066
1856,417.9019
1857,417.9027
1858,417.8984
1859,417.8995
1860,417.8999
1861,417.9093
1862,417.9010
1863,417.9070
1864,417.9073
1865,417.9077
1866,417.9081
1867,417.9085
1868,417.9100
1869,417.9108
1870,417.9161
