run_id,manifest_sha256,method,phase,ms
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,audit_schema_fidelity_ms,2.186
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r5,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,merkle_total_ms,66418.914
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,tree_localisation_ms,107.609
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,candidate_row_fetch_ms,7.561
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,row_comparison_ms,0.213
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,repair_sql_building_ms,0.234
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,repair_dml_wire_ms,7.202
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,repair_commit_wire_ms,6.594
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,repair_begin_wire_ms,0.053
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,repair_transaction_block_ms,14.107
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,repair_write_ms,14.109
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,targeted_post_repair_confirmation_ms,1.636
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,recovery_observability_ms,0.000
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,recovery_orchestration_ms,1.344
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,audit_exact_table_compare_ms,35448.143
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,audit_merkle_root_hash_ms,1.258
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,audit_merkle_verify_ms,30785.439
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,audit_schema_fidelity_ms,2.156
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r6,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,merkle_total_ms,66380.702
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,tree_localisation_ms,103.965
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,candidate_row_fetch_ms,7.618
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,row_comparison_ms,0.209
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,repair_sql_building_ms,0.225
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,repair_dml_wire_ms,7.232
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,repair_commit_wire_ms,6.528
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,repair_begin_wire_ms,0.052
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,repair_transaction_block_ms,14.060
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,repair_write_ms,14.062
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,targeted_post_repair_confirmation_ms,1.663
size-scaling-k75-c300-n10000000-f32-k75-c300-fanout_f32_l16-merkle-r7,f2c7308f86f520461e87d961f71f6fc2b17ab57ee450b5fd0831ad946e38c05d,merkle,recovery_observability_ms,0.000
