mode,workload,server_workers,bcdb_workers,pool_size,total_queries,wall_time_ms,tps,merkle_pass,divergence_count,permanent_failures,run_id,shared_buffers,source_fingerprint,trial
pg,ycsb_workload_d_skew_1_20_20k.txt,4,1,4,20000,752,26595.74,1,0,0,single_5ec3e1ca61b7472188d31a81c9995127,32MB,bca6daed9b4548f4272d753402fd18992f457320befed0497d4cc835115221d0,1
