mode,workload,server_workers,bcdb_workers,pool_size,total_queries,wall_time_ms,tps,merkle_pass,divergence_count,permanent_failures,run_id,shared_buffers,source_fingerprint,trial
pg,ycsb_workload_d_skew_1_20_20k.txt,4,1,4,20000,701,28530.67,1,0,0,single_9ba5d132799f4c7db8716023fb628181,32MB,bca6daed9b4548f4272d753402fd18992f457320befed0497d4cc835115221d0,1
bcdb_merkle,ycsb_workload_d_skew_1_20_20k.txt,4,4,4,20000,1178,16977.93,1,0,0,single_2d6ee1d419634cc4bd56508a10a8f3a9,32MB,bca6daed9b4548f4272d753402fd18992f457320befed0497d4cc835115221d0,1
